20376300;0
321618400;1
336539900;0
337169900;1
338494400;0
338779400;1
340036700;0
2960143100;1
5385043200;0
5385982100;1
5387612900;0
5388071800;1
5389602200;0
5390095800;1
5423412800;0
5423812500;1
5909511000;0
5910041700;1
5911743900;0
5912081900;1
5913655800;0
5913973900;1
5915623500;0
5915944900;1
7244503500;0
7245465400;1
7246901900;0
7247530100;1
7248892700;0
7249453300;1
7250863000;0
7613567900;1
8854423700;0
8855052200;1
8856499600;0
8856642700;1
8857841500;0
8857975700;1
8859188800;0
8859502300;1
9199773200;0
9200098300;1
9201564300;0
9201741600;1
9203066400;0
9203366800;1
9204794200;0
9825375300;1
11236019200;0
11270388900;1
11273032100;0
11273178400;1
11275454100;0
11275540700;1
11277607800;0
11277785200;1
11639128800;0
11640457600;1
11642945100;0
11643482100;1
11645591900;0
11646033200;1
11648411200;0
11648874700;1
11753993900;0
11754750900;1
11757592100;0
11758116700;1
11760805100;0
11761452300;1
11763810100;0
11764543800;1
12059799400;0
12060489800;1
12063736300;0
12064378200;1
12067391600;0
12067872800;1
12070880300;0
13775644400;1
15450390200;0
