309109400;1
309608500;0
316358400;1
317714800;2
330327400;1
332219400;0
2950146200;1
2950270100;0
2954170500;1
2955715600;2
2957377100;3
3182701800;4
3184684100;5
3187001200;6
3188703300;7
5379376100;6
5381416300;5
5383413400;4
5417203100;3
5679816500;4
5681792000;5
5682768300;6
5683698400;7
5903426400;6
5905493300;5
5907403300;4
5909371900;3
7238709500;2
7240716000;1
7242691800;0
7603754200;1
7604054000;0
7639076300;1
7642332800;2
7644117800;3
7759723100;4
7761429100;5
7762428700;6
7763359500;7
8848546400;6
8850151200;5
8851490400;4
8852990300;3
9193592200;2
9195264700;1
9196745800;0
9753092300;1
9818050300;0
9888552400;1
9889432000;2
9890782700;3
10164701900;4
10166380300;5
10167297900;6
10168184400;7
10598645800;8
10600202800;9
10601112000;10
11230273200;9
11230301900;10
11266720700;9
11269093900;8
11271298100;7
11292914700;8
11294974500;9
11295920500;10
11633497900;9
11633658700;10
11636712800;9
11639424300;8
11642236900;7
11748110300;6
11751434300;5
11754644400;4
11757694000;3
12053726000;2
12057576500;1
12061232700;0
13767657500;1
13767836900;0
13768577100;1
15445016500;0
