302173300;1
303312600;0
304536800;1
305871300;2
306311900;1
310154200;0
597023800;1
597257900;0
602021000;1
603969200;2
605800400;3
656101700;4
658039500;5
658791700;6
659369800;7
1013886000;8
1047050300;9
1079748300;10
1728917800;9
1729060700;10
1765474300;9
1767274000;8
1769291700;7
2122897800;8
2125829000;9
2128525800;10
2184004700;9
2184119900;10
2187213600;9
2188107700;8
2188980600;7
2260246100;8
2262829000;9
2264361200;10
3275195600;9
3275262600;10
3316412600;9
3318416400;8
3320274200;7
3821310000;8
3823750900;9
3824565700;10
4554841000;9
4554877700;10
4589133500;9
4590230200;8
4591344500;7
4614811000;8
4616456000;9
4617773700;10
4833563400;9
4833732000;10
4868282400;9
4869334200;8
4888227900;9
4889786800;10
5311316400;9
5344740000;10
6418504000;9
6418551800;10
6453372500;9
6454798600;8
6473877700;9
6475357200;10
7235902400;9
7271736900;10
7682949000;9
7682997700;10
7718380600;9
7719513200;8
7720787900;7
8108079700;8
8108797200;9
8146457900;8
8148186100;7
8149329700;6
9547611100;5
9852409400;4
9854312200;3
9855789900;2
10112540800;1
11597496000;0
