317444500;1
319212500;0
330260300;1
331485700;2
331813000;1
332995800;0
3070886500;1
3071018800;0
3075901300;1
3078522100;2
3081440600;3
3170574900;2
3171509800;1
3172152400;0
3362116400;1
3362264600;0
3365151000;1
3366773800;2
3368050100;3
3373931800;2
3401391800;1
3402023200;0
5393699200;1
5393869300;0
5396822300;1
5397023500;2
5427534200;3
5434268100;2
5434887500;1
5435024100;0
6602594700;1
6602954500;0
6606225700;1
6607031300;2
6608547300;3
6647396300;2
6648479400;1
6649524100;0
7058970600;1
7059138800;0
7061992400;1
7063368400;2
7064827900;3
7071785800;2
7072817800;1
7073374400;0
9168985100;1
9169147300;0
9172504700;1
9173910900;2
9175221600;3
9210830400;2
9213967700;1
9214573400;0
9459905500;1
9460891100;2
9461474700;3
9462337000;4
9462477300;3
9474488500;2
9475240400;1
9475926800;0
9729267000;1
9729452400;0
9774320200;1
9775940400;2
9777258600;3
9784763800;2
9787519200;1
9789002800;0
10172848500;1
10172980200;0
10187092200;1
10188085700;2
10188505200;1
10190830600;2
10191482800;1
10192328400;0
12847331000;1
12847600600;0
12850123400;1
12887971400;0
