316344200;1
316495600;0
319483800;1
319751600;0
320495500;1
324815800;0
395335000;1
395613300;0
396931500;1
398177000;2
399783900;3
433975400;4
435394100;5
436932800;6
438240200;7
547840300;8
549314600;9
550852900;10
632158900;9
636371400;10
666608400;9
667692500;8
668281700;7
720903200;6
721814800;5
722701300;4
723418900;3
897911500;4
898658900;5
899103200;6
899897800;7
936084900;8
936858800;9
937320100;10
1093167900;9
1093207500;10
1126171800;9
1126915300;8
1237930600;9
1238637000;10
1705348400;9
1760614800;10
1925863700;9
1925943600;10
1927893300;9
1930144100;8
1958685200;9
1959884300;10
2067112900;9
2067254300;10
2117717200;9
2117828000;10
2134758600;9
2134870000;10
2136888900;9
2137030400;10
3033994900;9
3034146800;10
3455102600;9
3455225300;10
3457316400;9
3458929500;8
3482613200;9
3483838900;10
4246825000;9
4246995100;10
4301915800;9
4302037900;10
4304861700;9
4306674400;8
4494760900;9
4494957700;10
4593656500;9
4646935600;8
4648415200;7
5001796100;6
6155964100;5
6208141600;4
6209222400;3
6389945800;2
6750670600;1
7046106800;0
