33544400;0
336924800;1
339158500;0
339518200;1
340543900;0
341652600;1
341706700;0
3079657700;1
3177439900;0
3178790300;1
3178913200;0
3179440400;1
3179557200;0
3182968400;1
3183120600;0
3370628300;1
3380995300;0
3408632500;1
3408793300;0
3409168000;1
3409430200;0
3409797300;1
3409909300;0
5402585000;1
5441155500;0
5442382400;1
5442460900;0
5442575300;1
5442604500;0
5442716000;1
5442745100;0
6611648200;1
6654067100;0
6655716900;1
6655850500;0
6656761500;1
6656897100;0
6657463400;1
6657594900;0
7067464400;1
7078799100;0
7079871500;1
7080007200;0
7080609900;1
7080734600;0
7081165000;1
7081442600;0
9177708100;1
9217545000;0
9220995900;1
9221147600;0
9221814900;1
9221935400;0
9222504000;1
9222626600;0
9470411000;1
9481705400;0
9482491400;1
9482614800;0
9483043900;1
9483165500;0
9483710100;1
9483880900;0
9781106200;1
9791972200;0
9794703000;1
9794862400;0
9796022300;1
9796168100;0
9797094000;1
9797133800;0
10180800100;1
10191726000;0
10198675600;1
10198863100;0
10199550000;1
10199661100;0
10200095900;1
10200212800;0
12855992500;1
12894698900;0
