314538700;1
314623700;0
324308500;1
324350200;0
329120100;1
330827200;0
1696041400;1
1696313500;0
1698106500;1
1699551300;2
1700310900;3
2063300700;4
2067278000;5
2100729700;6
2102623100;7
2670996700;6
2674877000;5
2677884800;4
2680342500;3
3029767600;4
3034753300;5
3035650900;6
3036517600;7
3332709000;6
3335031000;5
3336899500;4
3339059200;3
4242709600;4
4253757200;5
4254766200;6
4255748900;7
4589857600;8
4625238100;9
4626987900;10
4994225600;9
4996072500;10
4999777900;9
5000658500;8
5001343600;7
6151503200;8
6186053800;9
6188031500;10
6384979300;9
6385171800;10
6386566800;9
6421308400;8
6422173000;7
6746731100;8
6782138300;9
6783957900;10
6956533300;9
6959264100;8
6960631200;7
6961858800;6
6992512600;7
7277817700;8
7279944100;9
7281598400;10
8837634600;9
8837879400;10
8872544700;9
8873828700;8
8875056500;7
9075516400;8
9077707100;9
9079557900;10
9417744100;9
9419290500;8
9420981000;7
9422697600;6
9448513000;7
9682945000;6
9684228800;5
9718589100;4
9719747400;3
10125075300;2
10158872800;1
10160660400;0
10564179600;1
10564568600;0
10567856800;1
12602238700;0
