17662700;0
319748300;1
319868600;0
326428000;1
327800100;0
327940000;1
334196700;0
401656400;1
634206200;0
637186300;1
639111400;0
669885600;1
670320700;0
670940600;1
671102100;0
671675500;1
723295000;0
724231000;1
724457700;0
725106700;1
725288100;0
726035000;1
726204800;0
726890600;1
1095351000;0
1128818000;1
1129007300;0
1129455500;1
1129756000;0
1130108000;1
1130265800;0
1708480500;1
1928157400;0
1929107700;1
1930838800;0
1932081400;1
1933123400;0
1933342600;1
1934739900;0
2070976500;1
2120177700;0
2137150500;1
2137414300;0
2139126800;1
2139421800;0
2142972800;1
2143163000;0
3044695800;1
3457176400;0
3459900900;1
3460082500;0
3460668000;1
3461382800;0
3462117600;1
3463105100;0
4251493800;1
4304380900;0
4305249200;1
4307408200;0
4308052500;1
4309379700;0
4309856500;1
4310835400;0
4596929900;1
4649443800;0
4650138200;1
4651194700;0
4651872300;1
4652861900;0
5004984000;1
5005823300;0
6159097000;1
6210642000;0
6211259200;1
6211462000;0
6212332600;1
6213098000;0
6424743500;1
6425140500;0
6754003600;1
7048193000;0
