312994300;1
313110900;0
324001100;1
324674100;0
329311400;1
330857400;0
2630119000;1
2630383400;0
2672543500;1
2675560500;2
2678010700;3
3072030500;2
3076562100;1
3079406300;0
3296547100;1
3296662200;0
3332705700;1
3334577300;2
3336736000;3
3362953200;2
3365870900;1
3367434900;0
4991072700;1
4991450000;0
4997528700;1
4998413600;2
4999099700;3
5394905000;2
5397399200;1
5397596800;0
6381321000;1
6382296000;0
6384088900;1
6418881400;2
6419936000;3
6603989100;2
6606944900;1
6608519600;0
6953865000;1
6954042500;0
6956926600;1
6958124800;2
6959530400;3
7059830000;2
7062664000;1
7064039700;0
8834668500;1
8834913600;0
8870058900;1
8871411700;2
8872725200;3
9170324300;2
9173312100;1
9174575100;0
9413890800;1
9414174200;0
9416957700;1
9418565500;2
9420311200;3
9460754700;2
9461558500;1
9462348100;0
9680437100;1
9680599000;0
9681900100;1
9716017200;2
9717354700;3
9730121600;2
9775058400;1
9776605400;0
10120986600;1
10121129500;0
10156435000;1
10158105100;2
10159805600;3
10186777300;2
10187829700;1
10188787400;0
12599319700;1
12599530500;0
12600400100;1
12850524800;0
